kind,mooring,local,wieding,karrhard,nordgoes,midgoes,suedgoes,fering,oomrang,solring,hallig,halunder,de,hint,da,osm,wikidata,status,note
warft,Meelendik,,Mjilendik,,,,,,,,,,Mühlendeich,,,way/1149255240; way/23627334,,ok,
warft,Määgelbärj,,,,Määgelbeerch,,,,,,,,Mögelberg,,,node/1596578068,,ok,
warft,Norddik,,Noorddik,,Noorddik,,,,,,,,Norddeich,,,node/240056063; node/1331227495; node/12895610810,,ok,
warft,Norderwärw,,,,,,,,,,Noorderweerf,,Norderwarft,Lütt Moor,,node/8541283957,,auto,
warft,Nordååsterdik,,Noordoasterdik,,,,,,,,,,Nordosterdeich,,,way/23644691; way/233398984; way/233398985; way/970339470; way/989209782,,ok,
warft,Nösi,,,,,,,,,,,,Nösse,,Næsodde,relation/10254591,,ok,
warft,Ååster-Höögelfälj,,,,Aaster-Höögelfäil,,,,,,,,Ost-Högelfeld,,,,,,
warft,Ååsterdik,,Oasterdik,,,,,,,,,,Osterdeich,,,node/3049119230,,auto,
warft,Ååstersil,,,,,,Aastersil,,,,Uustersil,,Ostersiel,,,way/110151376; way/14584895; way/14584926; way/14584927; way/87607484; way/202372735; way/576989968; way/576989970,,ok,
warft,Bai e Sil,,,,,,,,,,,,Beim Siel,Wiedingharde,,way/337540435; way/970347313; way/989209784,,ok,
warft,Rollwagentooch,,,,,,,,,,,,Rollwagenzug,,,way/145819830; way/170107863; way/170107864; way/170107865; way/170107866; way/170107867; way/170107868; way/170107870; way/170107873; way/170107876; way/170107877; way/170107878; way/683419583; way/683419584; way/1219898095; way/1219898096,,ok,uncertain
warft,Di Rüüdje Haubärj,,,,,,,,,,,,Der Rote Haubarg,,,node/558592855; node/306451662,,ok,
warft,Weesterheewer,,,,,,,,,,,,Westerhever,,,node/240056679,,auto,
warft,Ååsterheewer,,,,,,Aasterheewer,,,,,,Osterhever,,,node/240044084,,auto,
warft,Sooneeker,,,Suneeker,,,,,,,Sööneeker,,Sandacker,Leck,,node/1602173781,,auto,
warft,Rüüdj Klif,,,,,,,,,Ruar Klef,,,Rotes Kliff,,,way/120547840,Q314716,ok,
warft,Schiirl,,,,,,,,,,,,Schirl,,,,,,
warft,e Smeele,,e Smjile,,,,,,,,,,Schmale,,,way/145819821; way/836479122; relation/18140519,Q130468878,ok,
warft,Småålfälj,,,,,,,,,,,,Schmalfeld,,,local/schmalfeld,,ok,
warft,Sniidik,,Snäidik,,,,,,,,,,Schneedeich,,,way/109786976,,ok,
warft,Säägesbel,,,,,,,,,,,,Segelsbüll,,,local/segelsbuell,,ok,Bauernhof
warft,Såhoulmbru,,,,Såhulmbru,,,,,,,,Soholmbrück,,,node/1574108058,,auto,
warft,Stub,,,,,,,,,,,,Stubb,,,,,,
warft,Sööderdik,,Sördik,Sürdik,Sördik,,,,,,,,Süderdeich,,,node/240038517; node/1333738475; node/2298102962; node/6188639243; node/8536680278,,ok,
warft,Sööderiinje,,,,,,,Söleraanj,,Süđerjen,,,Süderende,,,node/10158150205,,ok,
warft,Flii,,,,,,,,,,,,Vlie,,,,,,
warft,e Wång,,,,,,,,,,,,Wange,,,,,,
warft,Wäieeker,,,,,,,,,,,,Wegacker,,,node/10069393577,,auto,
warft,Weestermeelenhüs,,Weerstermjilenhüs,,,,,,,,,,Westermühlenhaus,,,local/westermuehlenhaus,,ok,
warft,Weestersil,,,,,,,,,,Wästersil,,Westersiel,,,way/119246922; way/120564532; way/183395048,,ok,
warft,Wiilbärj,,,Wiilbäire,,,,,,,,,Wielberg,,Hvilbjerg,way/95746028,,ok,uncertain
warft,Winert,,,,,,,,,,,,Windert,,,local/windert,,ok,
warft,Wruguurd,,,,,,,,,,,,Wraagaard,,Vrågård,local/wraagaard,,ok,
warft,Wrääwsbel,,,,,,,,,,,,Wrewelsbüll,,,local/wrewelsbuell,,ok,
warft,Üülje Gaardingdik,,,,,,,,,,,,Alt Gardingdeich,,,,,,
warft,Üüljendik,,,,Uuldik (E houlme),,Ualdik (Håtst),,,,,,Altendeich,,,node/2298102670; node/6188797580; node/1029906000; node/7872664763; node/1331340455,,ok,
warft,Borig,,,,,,,,,,,,Alter Burgwall,,,,,,
warft,Arlou Slöös,,,,,,Arluu Slüs,,,,,,Aarlau Schleuse,,,local/aarlau-schleuse,,ok,
warft,Beergem Bärj,,,,Beerch,,,,,,,,Bargum Barg,,,node/1574063551,,auto,
warft,Bolingwärw,,,,,,,,,,,,Bollingwarft,,,way/146175325,,ok,
warft,Brünbärj,,,,,,,,,,,,Braunberg,,,,,,
warft,Bruwäi,,,,,,,,,,,,Broweg,,,node/2419309443,,auto,
warft,e Borj,,,,,,,,,,,,Burg,,,,,,
warft,Deesbeldik,,,,,,,,,,,,Deezbüll Deich,,,way/55824588,,auto,
warft,Deesbeljarn,,,,,,,,,,,,Deezbülleck,,,node/10158150149,,auto,
warft,Diksheern,,,,,,,,,,,,Deichshörn,,,,,,
warft,Dikhüsem,,,,,,,,,,,,Diekhusen,,,,,,
warft,Dikjen-Deel,,,,,,,,,,,,Dikjen-Deel,,,,,,
warft,Dängsbeldik,,,,,,,,,,,,Dingsbülldeich,,,way/27879281; way/87416583; way/1098325889,,ok,
warft,Triijarnsåk,,Träihiirdsaaker,,,,,,,,,,Dreihardereck; Dreiharde Eck,,,local/dreihardereck,,ok,
warft,Triimeelne,,Träimeelne,,,,,,,,,,Dreimühlen,,,node/177394904; relation/8004399,,ok,
warft,Draft,,,,,,,,,,,,Drift,,,node/6267849986,,auto,
warft,Gutskuuchdik,,,,,,,,,,,,Gotteskoogdeich,,,way/35104894; way/114449307; way/114449308,,auto,
warft,,,,,,,,,Gratdün,,,,Großdüne,,,local/grossduene,,ok,
warft,Gräinhüs,,,,,,,,,,,,Grünhaus,,,,,,
warft,Gräinheern,,,,,,,,,,,,Grünhörn,,,local/gruenhoern,,ok,
warft,Gräindeel,,,,,,,,,,,,Grüntal,,,node/10147542595,,auto,
warft,Haimoordik,,,,,,Haimöördik,,,,,,Haimoordeich,,,way/25593476,,ok,
warft,Hamborjer Dik,,,,,,,,,,,,Hamburger Deich,,,way/25254769; way/245080791; way/1019779412; way/1019779413,,auto,
warft,Hemerdik,,,,,,,,,,,,Hemmerdeich,,,node/2298102674,,auto,
warft,Hiirnedik,,,,,,,,,,,,Herrendeich,,,node/6280388804,,auto,
warft,Huuchbrusil,,,,,,,,,,,,Hochbrücksiel,,,node/285410346,,auto,
warft,Huuchtoorp,,,,,,,,,,,,Hochdorf,,,,,,
warft,Huuchheern,,,,,,,,,,,,Hochhörn,Eiderstedt,,local/hochhoern,,ok,
warft,,,Bai e Hörn,,,,,,,,,,Hochhörn,Wiedingharde,,way/24229548,,ok,
warft,Holerem,,,,,,,,,,,,Holerem,,,,,,
warft,Holbelhüs,,,,,,,,,,,,Hollbüllhuus,,,node/2562465846,Q114702489,auto,
warft,Houlmer Sil,,,,,,Hoolmer Sil,,,,,,Holmer Siel,,,way/8570309; way/44051134,,ok,
warft,Hoierswort,,,,,,,,,,,,Hoyerswort,,,node/6524349188,,auto,
warft,Huk,,,,,,,,,,,,Huck,,,node/5602343226,,auto,
warft,de Heern,,,,,,,,,,,,Hörn,,,node/2417944788,,auto,
warft,Ingwersheern,,,,,,,,,,,,Ingwershörn,,,local/ingwershoern,,ok,
warft,Jåkebswärw,,,,,,,,,,,,Jacobswarft,,,,,,uncertain | wo?
warft,Jükersmjarsch,,,,,,,,,Jükersmērsk,,,Jüggersmarsch,,,local/jueggersmarsch,,ok,
warft,Kaamp,,,,,,,,,,,,Kaamp,,,,,,
warft,Kalfslün,,,,,,,,,,,,Kalfslund,,,,,,
warft,Koolnheern,,,,,,,,,,,,Kaltenhörn,,,local/kaltenhoern,,ok,
warft,Kampheern,,,,,,,,,,,,Kamphörn,,,local/kamphoern,,ok,
warft,Kååtingsil,,,,,,,,,,,,Katingsiel,,,node/683833342,Q1736592,auto,
warft,Kåtshörn,,Koatshörn,,,,,,,,,,Katzhörn,,,local/katzhoern,,ok,
warft,Klapholtdääl,,,,,,,,,,,,Klappholttal,,,way/28006828,,ok,
warft,,,,,,,,,,Klenterdeel,,,Klentertal,,,node/4018181360,,auto,
warft,Kleerebel,,,,,,,,,,,,Klerenbüll,,,local/klerenbuell,,ok,
warft,Klant,,,,,,,,,,,,Klint,,,local/klint,,ok,
warft,Klant,,,,,,,,,,,,Klindt,,,local/klindt,,ok,
warft,Kloostermaldik,,,,,,,,,,,,Klostermitteldeich,,,node/8541246543,,auto,
warft,Knüdsenswärw,,,,,,,,,,,,Knutzenswarft,Eiderstedt,,local/knutzenswarft,,ok,
warft,Kooldoomerdik,,,,,,,,,,,,Kohldammerdeich,,,,,,
warft,Kiningseeker,,,,,,,,,,,,Königsacker,,,node/8454780815,,auto,
warft,Korndik,,,,,,,,,,,,Korndeich,,,way/295547353,,ok,
warft,Warkshuuch,,,Wirkshuuch; Ranzelbärj,,,,,,,,,Rantzauhöhe,,,node/1595173924,Q2131154,ok,uncertain
warft,Lungendik,,,,,,,,,,,,Langedeich,,,way/28330569,,ok,
warft,Ååsterhorningerfälj,,,,Aasterhoorningerfäil,,,,,,,,Oster-Langenhornfeld,,,,,,
warft,Weesterhorningerfälj,,,,Weesterhoorningerfäil,,,,,,,,Wester-Langenhornfeld,,,,,,
warft,Lungedik,,,,,,,,,,,,Langerdeich,,,way/28330569,,auto,
warft,Lunhamfälj,,Luinhamfäil,,,,,,,,,,Lindholmfeld,,,,,,
warft,Lehiifälj,,,,Lohiifäil,,,,,,,,Loheiderfeld,,,,,,
warft,Jöömstfälj,,,,,Jöömstfeel,,,,,,,Löwenstedtfeld,,,local/loewenstedtfeld,,ok,
warft,Jöömstlün,,,,,,,,,,,,Löwenstedtlund,,,local/loewenstedtlund,,ok,
warft,e Lün,,,,,,,,,,,,Lund,Bordelum,,,,,
warft,e Lün,,,,,,,,,,,,Lund,Husum,,relation/8004403; way/692037529; way/112004501; way/26983948,,ok,
warft,Latjenhornfälj,,,,Lätjenhoarnfäil,,,,,,,,Lütjenhornfeld,,,,,,
warft,Latj Moos Sil; Latj Moor Sil,,,,Läitj Moor Sil,,,,,,,,Lüttmoorsiel,,,node/313959366; node/11620126532; way/28584014,,ok,
warft,Guulibärj,,,,Guulibeerch,,,,,,,,Margarethenberg,,,node/3000308222,,auto,
warft,Mariienkuuchsdik,,,,,,,,,,,,Marienkoogsdeich,,,way/36892481; way/36892482; way/1296993482,,auto,
warft,Mårkhüsinge,,Moarkhüsinge,,,,,,,,,,Markhäuser,,,node/12895598268,,auto,
warft,Mälstfälj,,,,,,Mälstfeel,,,,,,Mildstedtfeld,,,way/777640384,,ok,
warft,Madfälj,,,,Mädfäil,,,,,,,,Mittelfeld,,,,,,
warft,Mänkebelfälj,,,,Mönkebelfäil,,,,,,,,Mönkebüllfeld,,,,,,
warft,Moordik,,,,,,,,,,,,Moordeich,Bökingharde,,way/30808231; way/113048006; way/262227717; way/262227718,,auto,
warft,Möördik,,,,,,,,,,,,Moordeich,Eiderstedt,,way/28330725; way/1169661095; way/1169661096,,auto,
warft,Naidoom,,,,,,,,,,,,Neudamm,,,node/8536688381,,auto,
warft,Naisjösbel Mädfäil,,,,,,,,,,,,Neukirchen Mittelfeld,,,,,,
warft,Naisjösbel Oasterfäil,,,,,,,,,,,,Neukirchen Osterfeld,,,,,,
warft,Naisjösbel Sörfäil,,,,,,,,,,,,Neukirchen Südfeld,,,,,,
warft,Naipepersmoark,,,,,,,,,,,,Neupepersmark,,,node/8454774745,,auto,
warft,Norderrai,,,,,,Noorderräich,,,,,,Norderreihe,,,local/norderreihe,,ok,
warft,Noordhörn,,,,,,,,,,,,Nordhörn,,,node/8905129387,,auto,
warft,Noordmoark,,,,,,,,,,,,Nordmark,,,,,,
warft,Norstfälj,,,,,Noorstfeel,,,,,,,Norstedtfeld,,,,,,
warft,Uurstfälj,,,,,,Uurstfeel,,,,,,Ohrstedtfeld,,,,,,
warft,Åldropfälj,,,,,,Åldropfeel,,,,,,Olderupfeld,,,,,,
warft,Ååstenoufälj,,,,,,Aastenuufeel,,,,,,Ostenaufeld,,,,,,
warft,Ååstenfäljfälj,,,,,,Aastenfeelfeel,,,,,,Ostenfeldfeld,,,,,,
warft,,,,,,,,,,Uasterjen,,,Osterende,Sylt,,node/6592033896,,auto,
warft,Ååsterfälj,,Ååsterfeel,,,,,,,,,,Osterfeld,,,,,,
warft,Ååsterhüsem,,,,,,,,,,,,Osterhusum,,,node/4101288712; relation/8004400,,ok,
warft,Ååster Klångsbel,,Oaster Klangsbel,,,,,,,,,,Osterklanxbüll,,,node/7806442869,,auto,
warft,Weester Klångsbel,,,,,,,,,,,,Westerklanxbüll,,,node/7806159224,,auto,
warft,Paiensmårk,,Paiensmoark,,,,,,,,,,Paysmark,,,way/109786920,,ok,
warft,Poredik,,,,,,,,,,,,Porrendeich,,,node/12063346883,,auto,
warft,Råntremdik,,,,,,Rånteremdik,,,,,,Rantrumdeich,,,node/10799149466,,auto,
warft,Råntremfälj,,,,,,Rånteremfeel,,,,,,Rantrumfeld,,,,,,
warft,Räiddik,,,,,,,,,,,,Rethdeich,,,way/398242184,,ok,
warft,Risbel,,,,,,,,,,,,Riesbüll,,,local/riesbuell,,ok,
warft,Ränkeshörn,,,,,,,,,,,,Rinkeshörn,,,node/8536674081,,auto,
warft,Röömsfälj,,,,,,Röömsfeel,,,,,,Rödemisfeld,,,way/24365236,,ok,
warft,Rüüdjespiiker,,,,,,Ruudespiiker,,,,,,Rothenspieker,,,way/122270566; way/1299698048; way/1510483985,,ok,
warft,Seedlönj,,,,,,,,,,,,Saatland,,,node/10076050886,,auto,
warft,Soonwäil,,,,Sounwäil,,,,,,,,Sandwehle,,,node/2209664396,,auto,
warft,Soonkrouf,,,,Sounkrouch,,,,,,,,Sandkrug,,,,,,
warft,Schårdebelfälj,,,Schårdebelfäil,,,,,,,,,Schardebüllfeld,,,,,,
warft,Schiisheern,,,,,,,,,,,,Schiedhörn,,,local/schiedhoern,,ok,
warft,Schööbelfälj,,,,,,Schööbelfeel,,,,,,Schobüllfeld,,,,,,
warft,Swiisingfälj,,,,,,Swiasingfeel,,,,,,Schwesingfeld,,,,,,
warft,Siiwung,,,,,,,,,,,,Seewang,,,node/2697526522,Q140690371,auto,
warft,Siikbel,,,,,,,,,,,,Siekbüll,,,local/siekbuell,,ok,
warft,Siiwersbel,,,,,,,,,,,,Sieversbüll,,,node/5829896578,,auto,
warft,Siiwersfleet,,,,,,,,,,,,Sieversfleth,,,local/sieversfleth,,ok,
warft,Siiwertsborj,,,,,,,,,,,,Sievertsburg,,,local/sievertsburg,,ok,
warft,Smeerkrouf,,,,Smeerkrouch,,,,,,,,Smeerkroog,,,,,,
warft,Såhoulmfälj,,,Såhulmfäil,,,,,,,,,Soholmfeld,,,,,,
warft,Spongwäi,,,,,,,,,,,,Spangweg,,,node/7807526305,,auto,
warft,Spåårheern,,,,,,,,,,,,Sparhörn,,,local/sparhoern,,ok,
warft,Speekhüs,,,,,,,,,,,,Speckhaus,,,way/174651878,,auto,
warft,Språkebelfälj,,,,,,,,,,,,Sprakebüllfeld,,,node/8512002296,,auto,
warft,Stååsemfälj,,,,,Stååremfälj,,,,,,,Stadumfeld,,,,,,
warft,Strüklååningsheern,,,,,,,,,,,,Strucklahnungshörn,,,way/231097908,,auto,
warft,Sööderhood,,,,,,Süürhaud,,,,,,Süderhöft,,,node/240113080,Q20750,auto,
warft,Sööderhörn,,,,,,,,,,,,Süderhörn,Wiedingharde,,local/suederhoern,,ok,
warft,Sööderlönj,,,,Sööderloun,,,,,,,,Süderland,,,way/33045974; way/33046086; way/35779659; way/968248426,,ok,
warft,Läigemfälj,,,,,,,,,,,,Süderlügumfeld,,,,,,
warft,Söödermjarsch,,,,,,Süürmäärsch,,,,,,Südermarsch,,,node/240077098,,auto,
warft,Sööderströnj,,,,,,,Süüdstruun,,,,,Südstrand,,,node/14178456571,,auto,
warft,,,,,Iikstook,,,,,,,,Eckstock,,,node/2061785769,,auto,
warft,Eest,,,,,,,,,,,,Ehst,,,node/276775388,,auto,
warft,Eestensil,,,,,,,,,,,,Ehstensiel,,,node/840642104,,auto,
warft,Älhoodfälj,,,,,,,,,,,,Ellhöftfeld,,,,,,
warft,,,,,,,Ängelsborj,,,,,,Engelsburg,,,node/6268347876,,auto,
warft,Tamensil,,,,,,,,,,,,Tammensiel,,,node/355956234,Q2391701,auto,
warft,,,Tägelmoark,,,,,,,,,,Teglmark,,,local/teglmark,,ok,
warft,Tätwung,,,,,,,,,,,,Tettwang,,,node/8511500476,,auto,
warft,Toolentoorp,,,,,,,,,,,,Tholendorf,,,node/1841181149,,auto,
warft,Ååster-Tili,,,,,,,,,,,,Ostertilli,,,node/8541262171; way/387381263; way/387381280; node/3906533129,,ok,
warft,Weester-Tili,,,,,,,,,,,,Westertilli,,,node/8541239874; way/53157919,,ok,
warft,Taningstääfälj,,,,,,,,,,,,Tinningstedtfeld,,,node/8513557387,,auto,
warft,Trinermjarsch,,,,,,Trindermäärsch,,,,,,Trendermarsch,,,,,,
warft,Fjåålfälj,,,,,,Fjåålfeel,,,,,,Viölfeld,,,,,,
warft,Fåålstfälj,,,,,Faalstfäil,,,,,,,Vollstedtfeld,,,,,,
warft,,,e Wong,,,,,,,,,,Wange,Wisinghiird,,,,,
warft,Wormheern,,,,,,,,,,,,Warmhörn,,,local/warmhoern,,ok,
warft,Weesterdik,,,,Weesterdik,,,,,,,,Westerdeich,,,node/1333738471; node/6188639238,,ok,
warft,Weestrefälj,,,,,,,,,,,,Westrefeld,,,,,,
warft,Winertfälj,,,,,,Winertfeel,,,,,,Winnertfeld,,,,,,
warft,Witlönj,,,,,,Witlöön,,,,,,Wittland,,,way/33885102; way/33885103; way/255391288; way/391127653; way/1419428502; way/1419428503,,ok,
landscape,Ääderstää,,Irestäär,,,,,,,,,,Eiderstedt,,,relation/1573499,Q20861,auto,
landscape,e gååst,,,,,,,,,,,,Die Geest,,,,,,
landscape,e hiis; e hii,,,,,,,,,,,,Die Heide,,,,,,
landscape,dåt Büterlönj,,,,,,,,,,,,Uthlande,,,,,,Halligen und Inseln
landscape,Jütlönj,,,,,,,,,,,,Jütland,,,relation/8312746,Q25389,auto,
landscape,Dithmjarsche,,,,,,,,,,,,Dithmarschen,,,node/311118422,Q2947,auto,uncertain
landscape,Brandenborj,,,,,,,,,,,,Brandenburg,,,,,,
landscape,Slaswik-Holstiinj,,,,,,,,,,,,Schleswig-Holstein,,,,,,
landscape,Ungeln,,,,,,,,,,,,Angeln,,,,,,
landscape,Holönj,,,,,,,,,,,,Holland,,,,,,
water,Weestsiie,,Weerstersäie,,,,,,,,,,Nordsee,,,relation/9051063,Q1693,auto,
water,et heef,,,,,,,,,,,,Wattenmeer,,,relation/12921913,Q26080,auto,
water,e Iilew,,,,,,,,,,di Ialew,,Elbe/Ilef,,,way/87315907,,ok,"Google Maps: der Jelf, Priel an der Kirchhofwarf auf Nordmarsch"
water,e Heege,,,,,,,,,,di Heege,,Der Heeg,,,,,,"Google maps: der Hegd, ehemals großer Priel auf Nordmarsch bei Rixwarf"
water,Weesterwäile,,,,,,,,,,Wästerweel,,Westerwehl,Butweel,,way/87317104,,auto,
water,Ååsterwäile,,,,,,,,,,Uusterweel,,Osterwehl,Butweel,,way/87317128,,auto,
water,Heewer Struum,,,,,,,,,,,,Heverstrom,,,way/1221744930,,auto,
water,Norderheewer,,,,,,,,,,,,Norderhever,,,way/1221744929,,ok,
water,Sööderheewer,,,,,,,,,,,,Süderhever,,,way/1221744930,,ok,
water,Hältuft Diip,,Hältoft Diip,,,,,,,,,,Hülltofter Tief,,,way/23277919,Q113554716,auto,
water,Ääder,,,,,,,,,,,,Eider,,,relation/407956,Q3314,auto,
water,Üülj Ääder,,,,,,,,,,,,Alte Eider,,,relation/531652,,auto,
water,Treen,,,,,,,,,,,,Treene,,Trenen,relation/407966,Q20777,auto,
water,Arlou,,,,,Arluu,,,,,,,Arlau,,,relation/535603,Q315952,auto,uncertain
water,Oowentuft Siie,,Oowentoft Säie,,,,,,,,,,Aventofter See,,,,,,
water,Üülj Tooch,,Uuil Tooch,,,,,,,,,,Alter Sielzug,,,way/99011041; way/99011061; way/120409783; way/169015254; way/169015255; way/261250342; way/1184341914; way/1184341915,,auto,
water,Butslüütjer Siie,Butsluuter Säi,,,,,,,,,,,Bottschlott See,,,,,,
water,Dikslüütj,,,,Diksluut,,,,,,,,Deichschlott,,,,,,
water,Grute Riinslüütj,,Grote Riinsluuit,,,,,,,,,,Großer Rienschlot,,,,,,
water,Huuder Diip,,,,,,,,,Huager Diip,,,Hoyer Tief,,Højer Dyb,,,,
water,Hüsemer Ou,,,,,,Hüsemer Uu,,,,,,Husumer Au,,,relation/5689078,Q325067,auto,uncertain
water,Latje Ou,,,,,Lätje Uu,,,,,,,Kleine Au,,,way/146357174; way/146373386; way/237376081; way/496188797; way/496188800; way/1034797279; way/1034797280; way/1034797281,,auto,
water,Leekinge Struum,Leeklinger Struum,,,,,,,,,,,Lecker Au,,Læk Å,relation/10742473,,auto,
water,,,,,,,,,,Listlai,,,Lister Ley,,,way/1273915431,,ok,
water,Lister Diip,,,,,,,,,,,,Lister Tief,,,,,,
water,Naie Ou,,,,,Näie Uu,,,,,,,Neue Au,,,relation/535606,,auto,
water,Naie Tooch,,,,,,,,,,,,Neuer Sielzug,,,,,,
water,Ååstenou,,,,,Aastenuu,,,,,,,Ostenau,,,relation/535605,Q1602001,auto,
water,Ååster Lai,,Oaster Lai,,,,,,,,Uaster Lai,,Oster Ley,,,,,,
water,Pan'er Diip,,,,,,,,,,,,Pander Tief,,,,,,
water,Romelgat,,,,,,,,,,,,Rummelloch,,,way/559887334,,auto,
water,Rübel Siie,,Rübel Säie,,,,,,,,,,Ruttebüller See,,Rudbøl Sø,way/24884354,Q27554878,auto,
water,Rübel Diip,,,,,,,,,,,,Ruttebüller Tief,,Rudbøl Dyb,,,,
water,e Snärpe,,,,,,,,,,,,Schnerpe,,,way/351456389; way/683354599; way/683354600,,auto,
water,Såhoulm Ou,,,Såhulm Uu,,,,,,,,,Soholmer Au,,,way/37286685; way/91873914; way/98855017; way/98855019; way/98855021; way/98855029; way/143839884; way/146186304; way/146357294; way/1323639779,,auto,uncertain
water,Norderou,,,,,,,,De Nuurder Ia,,,,Norderaue,,,way/1273915444,,auto,
water,Sööderou,,,,,,,,De Söler Ia,,,,Süderaue,,,way/559891406,,auto,
water,Wiidou,,Widuu,,,,,,,,,,Wiedau,,,way/25400121; way/133781646; way/133781649; way/201778674; way/219951326; way/908685402; way/1338260114; way/1338260116; way/1446455513; way/1446455514,,auto,uncertain
water,Bungsiler Kanool,Bongsiler Kanool,,,,,,,,,,,Bongsieler Kanal,,,way/42280040; way/116136530; way/116136536; way/118432331,,auto,
water,Bungsiler Naie Kanool,Bongsiler Naie Kanool,,,,,,,,,,,Neuer Bongsieler Kanal,,,relation/10760771,,auto,
water,Bünesguurdsiie,,Boinjesguurdsäie,,,,,,,,,,Bundesgaarder See,,,,,,
water,Gutskuuchsiie,,Gotskuuchsäie,,,,,,,,,,Gotteskoogsee,,,,,,
water,Iilew,,,,,,,,Ialew,,,,Elbe,,Elben,relation/123822,Q1644,auto,
water,Hååselün Ou,,,,,Haaselün Uu,,,,,,,Haselund Au,,,,,,
water,Heesbelsiie,,Hjisbelsäie,,,,,,,,,,Hesbüll Feld,,,,,,uncertain
water,e Smeerle,,,,,,,,,,,,Schmale,,,way/145819821; way/836479122,,auto,
water,,,,,,,,,,,,Uáá,Oste,,,,,,Nebenfluss der Elbe
water,,,,,,,,,,,,Waiser,Weser,,,,,,
country,Tjüschlönj,,Tjüskluin,,Tjüschloun,,,Tjiisklun,Sjiisklun,Dütsklön,Tutsklöön,Diitsklun,Deutschland,,,,Q183,auto,
country,et Dånsch,,,,,,,,,,,,Dänemark,,,,Q35,auto,
country,et Ååstenrik,,,,,,,,,,,,Österreich,,,,Q40,auto,
country,e Naaserlönje,,,,,,,,,,,,Niederlande,,,,Q55,auto,
country,Ainglönj,,,,,,,,,,,,England,,,,Q21,auto,
country,Feriinid Kiningrik,,,,,,,,,,,,Vereinigtes Königreich,,,,Q145,auto,
country,et Swärik,,,,,,,,,,,,Schweden,,,,Q34,auto,
country,Norwäi,,,,,,,,,,,,Norwegen,,,,Q20,auto,
country,Ruslönj,,,,,,,,,,,,Russland,,,,Q159,auto,
country,Gräinlönj,,,,,,,,,,,,Grönland,,,,Q223,auto,
country,Islönj,,,,,,,,,,,,Island,,,,Q189,auto,
country,Finlönj,,,,,,,,,,,,Finland,,,,Q33,auto,
country,Frånkrik,,,,,,,,,,,,Frankreich,,,,Q142,auto,
country,e Swits,,,,,,,,,,,,Schweiz,,,,Q39,auto,
country,Griikenlönj,,,,,,,,,,,,Griechenland,,,,Q41,auto,
country,Schotlönj,,,,,,,,,,,,Schottland,,,,Q22,auto,
country,Eestlönj,,,,,,,,,,,,Estland,,,,Q191,auto,
country,Lätlönj,,,,,,,,,,,,Lettland,,,,Q211,auto,
helgoland,Bru,,,,,,,,,,,,Helgoländer Felswatt,,,,,,
helgoland,,,,,,,,,,,,Nathuurnstak,Lange Anna,,,way/223031936,Q896804,auto,
helgoland,,,,,,,,,,,,deät Meddellun,Mittelland,,,node/2545119982,,auto,
helgoland,,,,,,,,,,,,deät Bopperlun,Oberland,,,node/1784079039,Q20161732,auto,
helgoland,,,,,,,,,,,,deät Deelerlun,Unterland,,,node/1784079048,,auto,
helgoland,,,,,,,,,,,,Siithoawen,Südhafen,,,way/562590248,,auto,
